driver_id,driver_profile,window_id,exposure_km,speeding_ratio,hard_braking_count,harsh_acceleration_count,night_event_ratio,bad_weather_event_ratio,phone_usage_count,hard_braking_count_per_100km,harsh_acceleration_count_per_100km,claim_count
D003,average,18,1.4999066713289222,0.11499176785729552,1,0,0.180969278291373,0.16162510230706748,0,66.67081486570072,0.0,0
D003,average,19,1.614472582945654,0.3752171105892467,0,0,0.06291663982796152,0.20962280920887244,0,0.0,0.0,0
D004,average,0,1.810035578393388,0.21092931392526482,0,0,0.13098159938176673,0.1934853452054536,0,0.0,0.0,0
D004,average,1,1.5605044755404622,0.2720852142617883,1,0,0.08724918360902398,0.16791505713060367,0,64.0818412041825,0.0,0
D004,average,2,1.8100552875757998,0.004266543121959733,0,2,0.1519083805808287,0.289847040970244,0,0.0,110.49386246530581,1
D004,average,3,1.247677209914235,0.22438802202495314,1,0,0.20941040513399767,0.10764820242617945,0,80.14893532188022,0.0,0
D004,average,4,1.5650959983550843,0.3073665288118834,1,0,0.17731473902920575,0.07589175564865142,0,63.893844278625714,0.0,0
D004,average,5,0.9627334563520233,0.2977058656518881,0,0,0.2372179758696901,0.19783194903959125,0,0.0,0.0,0
D004,average,6,1.5713717718804507,0.10849093183663215,2,0,0.22711367683047443,0.28669082555831443,0,127.2773277329917,0.0,0
D004,average,7,1.4910026893236357,0.1472998752915318,0,0,0.0721043076755598,0.05510291788366792,0,0.0,0.0,0
D004,average,8,1.2406672101105198,0.2436932006237593,2,0,0.044372350995251386,0.09192592607918679,0,161.20358333818123,0.0,0
D004,average,9,1.0756790162089422,0.04923441988916991,0,0,0.20511957223280358,0.189438134835505,0,0.0,0.0,0
D004,average,10,1.4385333908091813,0.19405832286938024,1,2,0.00041932942304407126,0.16261843854280655,0,69.51524423339912,139.03048846679823,0
D004,average,11,2.772290604109592,0.36084366042645716,0,1,0.06760709224484751,0.07176122216835717,0,0.0,36.07125452568423,0
D004,average,12,1.4794825926846706,0.19572352592753017,0,1,0.11143588226840541,0.16109515900960775,0,0.0,67.59119741891651,0
D004,average,13,1.1604849203006908,0.21485573097814292,0,0,0.18765530071535755,0.09161194707062631,0,0.0,0.0,0
D004,average,14,1.9475055665389736,0.1452989887815301,1,0,0.07254459254728958,0.16413864423372368,0,51.347735132647585,0.0,0
D004,average,15,2.001445824208581,0.07307518572656536,1,2,0.23571541479008615,0.025833968621042886,0,49.963880506004884,99.92776101200977,0
D004,average,16,1.079571998605374,0.28570101697824657,0,2,0.31874949297889,0.24016354982135757,0,0.0,185.25860272252936,0
D004,average,17,1.3115435951858134,0.2887463988988867,1,2,0.15160900977377115,0.13445549622487402,0,76.24603586725036,152.4920717345007,0
D004,average,18,1.0502763207435204,0.28393598471968406,0,0,0.03779009064002692,0.30575559096409366,0,0.0,0.0,0
D004,average,19,2.127547374029956,0.10475916995846307,0,0,0.022091071535384203,0.0634247719155493,0,0.0,0.0,0
D005,average,0,1.7154465415982334,0.10313553773823196,0,1,0.23715567809865765,0.4233316053275775,0,0.0,58.2938596890538,0
D005,average,1,2.313546786029437,0.024176109139840755,1,1,0.21225009373893122,0.1351883189221035,0,43.22367743062691,43.22367743062691,0
D005,average,2,1.8911398564527357,0.25038000520280707,2,3,0.5790683088975105,0.3687245052200088,0,105.75632432344038,158.63448648516055,0
D005,average,3,1.9433176370037828,0.31282039892960883,1,1,0.025382503762399852,0.22826768175828355,0,51.45839161640118,51.45839161640118,0
D005,average,4,1.317660967082282,0.20409189318868182,0,0,0.12889235920318237,0.13780330419052716,0,0.0,0.0,0
D005,average,5,1.2707732906420872,0.1374971694895149,2,0,0.047095066354695875,0.26595099872913586,0,157.384485079117,0.0,0
D005,average,6,2.069451370883106,0.2518639860032229,1,1,0.37390381622124585,0.45222561728623434,0,48.321985917130576,48.321985917130576,0
D005,average,7,2.3500698932641417,0.1861748627771816,0,1,0.07634396915511922,0.2145798693098672,0,0.0,42.55192591787323,0
D005,average,8,1.7624295908884415,0.020205795874410546,2,2,0.07636150580933634,0.08080830889506475,0,113.47971064147868,113.47971064147868,1
D005,average,9,0.9160916673719681,0.35580053436677034,0,0,0.0619894883140353,0.07349009941230908,1,0.0,0.0,0
D005,average,10,2.5924864398287397,0.047666368967386796,0,0,0.3868445769034461,0.03150240446839076,0,0.0,0.0,0
D005,average,11,2.1304466011172996,0.15961802561603783,1,2,0.04173320887411219,0.4965234892444097,0,46.93851512051774,93.87703024103548,0
D005,average,12,2.6347061137242798,0.2654498605452691,1,0,0.07766693350788018,0.24196828970862647,0,37.95489731438978,0.0,0
D005,average,13,1.5065385707297345,0.4195485990094703,0,0,0.12040689587096184,0.14552427413708013,0,0.0,0.0,0
D005,average,14,1.552542958491997,0.18424908075063448,1,0,0.12350551329014657,0.25521329790358876,1,64.41045605406704,0.0,0
D005,average,15,1.1702593927663179,0.44513442479777127,0,1,0.018499406142238113,0.08892752357064297,0,0.0,85.45114067712372,0
D005,average,16,1.4158331842870169,0.07446092605139816,2,1,0.25583522032902933,0.06160178292572489,0,141.25957932022598,70.62978966011299,0
D005,average,17,1.8218228243180892,0.29119357680241476,0,1,0.21492496112385587,0.0334948849938425,0,0.0,54.89007968567423,0
D005,average,18,1.3450597857090494,0.1871730091736236,1,0,0.12387825920235684,0.22732409492862501,0,74.34613766798843,0.0,0
D005,average,19,1.2980548499901277,0.2673789188610154,0,2,0.15558046687742053,0.28135614499333356,0,0.0,154.07669406383027,0
D006,aggressive,0,1.5744106196542489,0.4457111663627131,3,6,0.03757920046883564,0.19817956076686696,1,190.54749520546426,381.0949904109285,0
D006,aggressive,1,1.8970514695575469,0.6774228812222214,2,3,0.1086644729381076,0.10111607124212858,1,105.42676527729972,158.1401479159496,2
D006,aggressive,2,1.342798595954092,0.45648144252576583,4,1,0.23543002220348944,0.23615604082399852,1,297.885327855731,74.47133196393276,2
D006,aggressive,3,0.911522200963131,0.25922153681043386,1,3,0.38399260620037406,0.1354135424990902,1,109.70659836297807,329.1197950889342,1
D006,aggressive,4,1.48126891318279,0.17177472110432315,4,1,0.2091508112624996,0.06668777436261665,0,270.03874613187105,67.50968653296776,0
D006,aggressive,5,1.7610596412435073,0.2584007052581642,2,4,0.051210354374612646,0.21568562860700471,0,113.56798788414535,227.1359757682907,0
D006,aggressive,6,2.0066356000831047,0.5150734943201449,2,2,0.5576296163931701,0.28855018648909936,1,99.66931713546646,99.66931713546646,0
D006,aggressive,7,2.0618861844468346,0.5150239801943827,1,0,0.041656016831858655,0.4277561503594063,2,48.49928223697184,0.0,0
D006,aggressive,8,2.122623686739279,0.22610415816662882,4,1,0.23728614601852832,0.1383648205276103,0,188.44602672575934,47.111506681439835,0
D006,aggressive,9,1.299457916219524,0.6707224203236228,1,1,0.17847697020887524,0.24946985992216378,1,76.95516626727486,76.95516626727486,0
D006,aggressive,10,0.8928594875450047,0.18191466240756593,2,3,0.21293640578994502,0.13941215370705082,0,223.99941176625396,335.99911764938093,3
D006,aggressive,11,1.718782569190086,0.3443550527006937,1,3,0.6496422718743977,0.2420187038992436,1,58.18071569525014,174.54214708575043,0
D006,aggressive,12,1.7989245618334577,0.4038161889312043,3,3,0.10333978439787783,0.19160402437077453,0,166.76630380444695,166.76630380444695,0
D006,aggressive,13,2.746528409461565,0.3944064137814248,4,0,0.34711502014463275,0.14925086432718793,2,145.6383988681977,0.0,0
D006,aggressive,14,1.8361979099046104,0.5901008282429637,2,1,0.5474753208163223,0.17332919872937036,0,108.92072086629807,54.460360433149035,1
D006,aggressive,15,1.8825185958220112,0.21589636990034072,5,1,0.3012929517553675,0.1439018061704179,0,265.60162598642086,53.12032519728417,3
D006,aggressive,16,1.4602236540402747,0.24090607817898854,3,1,0.1074946604003156,0.21067611163121625,1,205.4479799515189,68.48265998383964,1
D006,aggressive,17,1.5619823273792897,0.3162188778940133,4,3,0.13387923319265158,0.17622014852086576,0,256.08484359174804,192.06363269381103,5
D006,aggressive,18,2.3152121458021564,0.32173501325455117,4,2,0.04766765355958032,0.33421709399685784,1,172.7703444910061,86.38517224550306,0
D006,aggressive,19,1.778632790421021,0.16457024491585195,5,3,0.1519709730479859,0.17367538112728817,0,281.1147993519476,168.66887961116856,1
D007,urban_driver,0,1.9498397630724846,0.49173061952055286,1,0,0.32329181263456563,0.1305787319716968,1,51.28626561724423,0.0,1
D007,urban_driver,1,1.7263045664745658,0.1437192312355678,1,1,0.04984906402528359,0.2463405888282895,0,57.92720586044591,57.92720586044591,0
D007,urban_driver,2,1.3483673453996619,0.06665850035143148,0,0,0.11411777892381661,0.15019684192920396,1,0.0,0.0,0
D007,urban_driver,3,0.9645800170818881,0.08610866171076341,0,0,0.20664120643310072,0.41363925597965007,1,0.0,0.0,0
D007,urban_driver,4,1.870119662032807,0.1954636466611031,1,0,0.08865008807867036,0.22723271351514565,0,53.47251410174507,0.0,0
D007,urban_driver,5,1.0283470481805523,0.22542786107754562,2,1,0.11023684164090455,0.051597563739411746,0,194.48687128908347,97.24343564454173,1
D007,urban_driver,6,2.102843954348721,0.3810506077261763,2,0,0.07816765489486478,0.06850834533501955,0,95.10929214999345,0.0,0
D007,urban_driver,7,1.2175659150177531,0.27015952789117775,0,0,0.03228988502448762,0.085833306935133,1,0.0,0.0,0
D007,urban_driver,8,1.8009878547204436,0.45632214584287834,1,0,0.3031344514423727,0.07934008246274556,0,55.52508293595483,0.0,0
D007,urban_driver,9,1.9853495001876302,0.19443818503162227,0,1,0.3478710764688287,0.18972626960854883,0,0.0,50.36896525803102,0
D007,urban_driver,10,1.219067022131348,0.10047153734376076,0,1,0.2392126709812556,0.28720518630343633,0,0.0,82.02994436283385,0
D007,urban_driver,11,1.4313073928427693,0.3249755724632872,1,1,0.07897529865577932,0.3057360093600462,0,69.8661940125849,69.8661940125849,0
D007,urban_driver,12,2.326590957423464,0.09957846112260782,1,2,0.2235138315551322,0.1918476917534338,0,42.98134129720119,85.96268259440238,0
D007,urban_driver,13,1.6184666080500139,0.2466939903721852,1,0,0.04686517806521371,0.20558312692459133,0,61.78687870519835,0.0,0
D007,urban_driver,14,1.422177068574052,0.17651424303913502,3,1,0.10169288866176202,0.2750892335403638,0,210.9441971953573,70.31473239845243,0
D007,urban_driver,15,1.196344427323699,0.14606780433634275,0,0,0.37787715758317897,0.20596492098585997,0,0.0,0.0,0
D007,urban_driver,16,1.910750033351771,0.08330479337789265,0,0,0.18419040834707148,0.2888905690701963,0,0.0,0.0,0
D007,urban_driver,17,1.5495615597940429,0.05582006130064476,1,0,0.23343709838654447,0.3999293707933103,0,64.53438352800345,0.0,0
D007,urban_driver,18,1.345064190710134,0.16105586755118276,0,3,0.14107399807617257,0.15804787369514334,1,0.0,223.0376825671148,0
D007,urban_driver,19,0.8048088951262482,0.22647210252427005,0,2,0.06685923446744274,0.11587481350497035,0,0.0,248.5061996843692,0
D008,safe,0,1.4336489661415257,0.1897104335439778,0,0,0.026661652314707098,0.21023122897089414,0,0.0,0.0,0
D008,safe,1,0.8332371205531954,0.017354569775338946,0,1,0.10205872866563985,0.44587713346288077,0,0.0,120.01385624011671,0
D008,safe,2,1.0180800840863733,0.10612514695804263,0,0,0.11685249617501561,0.22299290133629343,0,0.0,0.0,0
D008,safe,3,1.0605337638401333,0.06524125504290297,0,0,0.073351201085924,0.07893866936213288,0,0.0,0.0,0
D008,safe,4,2.094614487046301,0.10154716573453779,0,2,0.13771924007798428,0.1648667958090438,1,0.0,95.48296416207258,0
D008,safe,5,1.7315405882270083,0.2545693274206478,0,0,0.14916049894371197,0.08651384026355714,0,0.0,0.0,0
D008,safe,6,1.603700588515407,0.18386835538438875,1,0,0.0669486388182739,0.05494564158421935,0,62.35577932447662,0.0,0
D008,safe,7,0.9371241659495635,0.011823072525148982,0,0,0.21068299519508915,0.3344324454177598,0,0.0,0.0,0
D008,safe,8,1.7039670293755729,0.12638022112215583,0,0,0.08213663231146648,0.2961743001235395,0,0.0,0.0,0
D008,safe,9,2.8807170859988944,0.008615376926194957,0,0,0.19693227658396475,0.11172579347229335,0,0.0,0.0,0
D008,safe,10,1.4516438320210212,0.08031047738225078,1,1,0.013077964322375115,0.1887650122465266,0,68.88742113881823,68.88742113881823,0
D008,safe,11,2.004881772359701,0.0717657804412818,0,0,0.10249284337063698,0.4423880198017997,1,0.0,0.0,0
D008,safe,12,2.359094872875205,0.4511273882189769,1,0,0.06265798967230089,0.11229742234810787,0,42.38913879632257,0.0,0
D008,safe,13,1.6467087062415735,0.22471353761011237,1,0,0.10116834761057937,0.20546444634980568,0,60.727194567543584,0.0,0
D008,safe,14,2.5406511031138423,0.06545042501395704,0,0,0.08302979615478151,0.018331027768604968,0,0.0,0.0,0
D008,safe,15,1.8255667596943126,0.12803396194567607,0,0,0.05754034172293146,0.2826036381910132,0,0.0,0.0,0
D008,safe,16,1.1439946628312911,0.04536697375307272,0,0,0.25427605447896456,0.31290347021448395,0,0.0,0.0,0
D008,safe,17,1.2399696846006951,0.17905914013442434,0,0,0.3692712465521031,0.2930938178497093,0,0.0,0.0,0
D008,safe,18,2.4112118407248997,0.034533084678826764,0,0,0.15150047229902713,0.05399263216003943,0,0.0,0.0,0
D008,safe,19,1.2877030959442972,0.026415638105050297,0,0,0.1018201085594125,0.17467837732861674,0,0.0,0.0,0
D009,aggressive,0,1.6854409234950385,0.3776126376066513,3,2,0.05442581796373339,0.08602873491304906,1,177.99496607564313,118.66331071709541,1
D009,aggressive,1,1.9937318935285835,0.2997231305393692,1,0,0.057301268837531186,0.14329846584615846,1,50.1571953202876,0.0,0
D009,aggressive,2,0.6788767205726123,0.3784379882379369,3,1,0.32191035052119943,0.02271813929226458,1,441.90644767868747,147.30214922622915,1
D009,aggressive,3,1.6494834268064769,0.33419231620434714,2,1,0.15011775573364328,0.1835567764001873,0,121.25008154050687,60.625040770253435,0
D009,aggressive,4,1.2064899644355431,0.4375133038871214,1,1,0.26065722491735077,0.0937065570467871,0,82.8850657260005,82.8850657260005,0
D009,aggressive,5,2.225825658182622,0.6029677011798835,0,2,0.09484516933462535,0.40097521522713686,1,0.0,89.85429710757276,0
D009,aggressive,6,1.4484075888229186,0.3113669515910974,1,1,0.14069968083729611,0.20549508260498203,0,69.04133944870262,69.04133944870262,0
D009,aggressive,7,2.190346597982443,0.39109316835752816,4,1,0.05894560053138742,0.12782897200547105,0,182.6194997487819,45.65487493719547,0
D009,aggressive,8,1.480216193999198,0.15672813416679487,3,3,0.20461881005903837,0.1259022545745901,1,202.6730968193708,202.6730968193708,2
D009,aggressive,9,2.1789105721771143,0.16711713085059618,0,4,0.21510425393785162,0.11582107943430915,0,0.0,183.57797933869756,0
D009,aggressive,10,2.8261902735658135,0.5352371772747613,2,1,0.13733746406949784,0.23546191209974934,2,70.7666436583052,35.3833218291526,1
D009,aggressive,11,1.5980034704436517,0.6407087258981481,2,0,0.18161589050200852,0.053686754908800614,0,125.15617375003214,0.0,0
D009,aggressive,12,1.5695082764484238,0.5958997956339992,2,0,0.33113984529869117,0.14838776337186654,0,127.42844558460808,0.0,0
D009,aggressive,13,2.575884487990494,0.6023879598963154,4,1,0.3332169874159312,0.04732650793016844,0,155.28646640208973,38.82161660052243,2
D009,aggressive,14,1.3687319651299485,0.26371146661970235,1,1,0.20848594395614062,0.1859554445362427,0,73.0603233851603,73.0603233851603,0
D009,aggressive,15,2.0982067806405786,0.08069094298786753,3,4,0.48724021272910417,0.1855579782847511,1,142.97923482470617,190.63897976627487,2
D009,aggressive,16,1.0020539098857404,0.22830479319456667,3,2,0.4307158000373376,0.15045778468586857,0,299.3850900039975,199.590060002665,2
D009,aggressive,17,1.6796613657714892,0.345841141448987,1,6,0.16228062928706044,0.2052015406948443,0,59.53581003756002,357.2148602253601,0
D009,aggressive,18,1.525511633804722,0.4811897278352346,3,3,0.3196079918973458,0.23570518225173256,0,196.65533408734558,196.65533408734558,1
D009,aggressive,19,1.0093360337516637,0.6333499665577705,3,3,0.09378027070835708,0.202208107769897,1,297.2250964675376,297.2250964675376,3
D010,safe,0,1.9345578052799932,0.032899748891318824,0,1,0.1533434608574902,0.1294914724834113,1,0.0,51.69139930948031,0
D010,safe,1,1.715274751204459,0.22182394864723554,1,0,0.07346433017196805,0.1521422519990756,0,58.29969801035105,0.0,0
D010,safe,2,1.1730366393668659,0.1197437685530712,0,2,0.017588386972456186,0.2364810577452224,0,0.0,170.49765820439154,0
D010,safe,3,2.142364615317652,0.08972254506400823,0,1,0.33214388559267966,0.13498102728658315,0,0.0,46.67739528790379,0
D010,safe,4,1.4548757160165362,0.2103151665704862,1,0,0.0016856076172768047,0.01592896223359907,0,68.73439352867953,0.0,0
D010,safe,5,1.4138620612713364,0.05427067302320989,0,0,0.17882855222604183,0.307466077504956,1,0.0,0.0,0
D010,safe,6,0.8459275043167636,0.06039677789769731,1,0,0.017341240370408035,0.11986346469360577,0,118.21343967384973,0.0,0
D010,safe,7,0.9993421467127419,0.08693810158531626,0,0,0.3037847501483188,0.020162538200558265,1,0.0,0.0,0
D010,safe,8,1.4592848353124297,0.05028507775725648,0,0,0.014776324394513918,0.16744645467295277,0,0.0,0.0,0
D010,safe,9,1.1309216678349325,0.08277399618252036,0,1,0.09619039423778787,0.1227854520394652,0,0.0,88.42345393509238,0
D010,safe,10,1.2698903843866682,0.27049164603346226,0,0,0.09543895187882742,0.23850413525816105,0,0.0,0.0,0
D010,safe,11,1.605919090367782,0.13280484474759538,0,1,0.14769044938087697,0.11237227912339563,0,0.0,62.26963774189791,0
D010,safe,12,1.793391584447466,0.10672474083232478,0,0,0.31233691588248313,0.2664167775667347,0,0.0,0.0,0
D010,safe,13,1.4011580078120596,0.05876136466382477,1,0,0.150414990555592,0.3843886406428356,0,71.36953822656467,0.0,0
D010,safe,14,2.405094492355206,0.030267205357646793,0,1,0.09287794701494699,0.08506334332568945,0,0.0,41.57840796603142,0
D010,safe,15,2.704150786284295,0.0913734433906186,0,0,0.019343614452990494,0.14052507302921896,0,0.0,0.0,0
D010,safe,16,1.485845640693395,0.08182687312777998,0,0,0.01653597142894659,0.07452786537618422,0,0.0,0.0,0
D010,safe,17,1.4095003140503297,0.1162391558170497,1,0,0.21310480001290585,0.26200188127461443,0,70.94712856972748,0.0,0
D010,safe,18,1.3742254885797884,0.1327413285629658,0,0,0.0022378706325406443,0.0783132667799323,0,0.0,0.0,0
D010,safe,19,1.4195020030189605,0.038621907294533346,0,0,0.3136991176907477,0.3059728090813746,0,0.0,0.0,0
D011,urban_driver,0,2.2100104074058047,0.4896233887001199,1,1,0.1327307192219532,0.1324260272896256,0,45.248655691800046,45.248655691800046,2
D011,urban_driver,1,1.9635825439602135,0.18109813198130087,0,1,0.12448510684943649,0.3518505223228145,0,0.0,50.927321750537125,0
D011,urban_driver,2,1.835326099778136,0.06155089983511451,3,0,0.031231632602730167,0.3347054278633149,0,163.45869000406282,0.0,0
D011,urban_driver,3,0.9925540215355686,0.03864442389682825,1,0,0.1774459999462481,0.16193285838913093,0,100.75018369810358,0.0,0
D011,urban_driver,4,0.9188135618428361,0.1802476726364461,0,0,0.07524720087994331,0.16533709858585238,0,0.0,0.0,0
D011,urban_driver,5,1.2409020469029748,0.22228783396650276,1,1,0.043359751521278384,0.1691120769934901,0,80.58653803463258,80.58653803463258,0
D011,urban_driver,6,2.8920085215483406,0.016075790667300967,2,0,0.3627396970742615,0.05508173887233831,0,69.15608944780108,0.0,0
D011,urban_driver,7,1.481845748679509,0.2951843206988391,2,0,0.09488026611344715,0.096409187607712,0,134.96681431128877,0.0,1
D011,urban_driver,8,1.2450172722211286,0.5022609069425471,2,0,0.05468555455823069,0.05982513949687232,0,160.64034167429432,0.0,0
D011,urban_driver,9,1.4183557865383651,0.3156764783298454,0,0,0.03420609936171878,0.027740387508339907,0,0.0,0.0,0
D011,urban_driver,10,1.9661590610717417,0.13473554765559373,2,1,0.09842713828034577,0.19116912112589995,0,101.72116994999439,50.860584974997195,0
D011,urban_driver,11,1.3529900467018854,0.11691943381239508,1,2,0.1466649930824104,0.06877494640663263,0,73.9103737265214,147.8207474530428,0
D011,urban_driver,12,3.5960705358500005,0.10193533411979476,1,2,0.05127900762902912,0.2902270196571096,1,27.808130848123945,55.61626169624789,0
